"","Name","Gender","Origin","YLD_BE_GCA","YLD_BE_Std_Err","YLD_BE_z_ratio","YLD_BE_GCA_pct","YLD_BE_N","YLD_BE_P1_N","YLD_BE_P2_N","YLD_BE_P3_N","YLD_BE_P4_N","YLD_BE_P1_X","YLD_BE_P2_X","YLD_BE_P3_X","YLD_BE_P4_X","MST_GCA","MST_Std_Err","MST_z_ratio","MST_GCA_pct","MST_N","MST_P1_N","MST_P2_N","MST_P3_N","MST_P4_N","MST_P1_X","MST_P2_X","MST_P3_X","MST_P4_X","TWT_BE_GCA","TWT_BE_Std_Err","TWT_BE_z_ratio","TWT_BE_GCA_pct","TWT_BE_N","TWT_BE_P1_N","TWT_BE_P2_N","TWT_BE_P3_N","TWT_BE_P4_N","TWT_BE_P1_X","TWT_BE_P2_X","TWT_BE_P3_X","TWT_BE_P4_X","STLP_GCA","STLP_Std_Err","STLP_z_ratio","STLP_GCA_pct","STLP_N","STLP_P1_N","STLP_P2_N","STLP_P3_N","STLP_P4_N","STLP_P1_X","STLP_P2_X","STLP_P3_X","STLP_P4_X","SELTM_GCA","SELTM_Std_Err","SELTM_z_ratio","SELTM_GCA_pct","SELTM_N","SELTM_P1_N","SELTM_P2_N","SELTM_P3_N","SELTM_P4_N","SELTM_P1_X","SELTM_P2_X","SELTM_P3_X","SELTM_P4_X","SELIN_GCA","SELIN_Std_Err","SELIN_z_ratio","SELIN_GCA_pct","SELIN_N","SELIN_P1_N","SELIN_P2_N","SELIN_P3_N","SELIN_P4_N","SELIN_P1_X","SELIN_P2_X","SELIN_P3_X","SELIN_P4_X","RTLP_GCA","RTLP_Std_Err","RTLP_z_ratio","RTLP_GCA_pct","RTLP_N","RTLP_P1_N","RTLP_P2_N","RTLP_P3_N","RTLP_P4_N","RTLP_P1_X","RTLP_P2_X","RTLP_P3_X","RTLP_P4_X","PHT_GCA","PHT_Std_Err","PHT_z_ratio","PHT_GCA_pct","PHT_N","PHT_P1_N","PHT_P2_N","PHT_P3_N","PHT_P4_N","PHT_P1_X","PHT_P2_X","PHT_P3_X","PHT_P4_X","MST_BE_GCA","MST_BE_Std_Err","MST_BE_z_ratio","MST_BE_GCA_pct","MST_BE_N","MST_BE_P1_N","MST_BE_P2_N","MST_BE_P3_N","MST_BE_P4_N","MST_BE_P1_X","MST_BE_P2_X","MST_BE_P3_X","MST_BE_P4_X","FNSP_GCA","FNSP_Std_Err","FNSP_z_ratio","FNSP_GCA_pct","FNSP_N","FNSP_P1_N","FNSP_P2_N","FNSP_P1_X","FNSP_P2_X","ERM_GCA","ERM_Std_Err","ERM_z_ratio","ERM_GCA_pct","ERM_N","ERM_P1_N","ERM_P2_N","ERM_P3_N","ERM_P4_N","ERM_P1_X","ERM_P2_X","ERM_P3_X","ERM_P4_X","EHT_GCA","EHT_Std_Err","EHT_z_ratio","EHT_GCA_pct","EHT_N","EHT_P1_N","EHT_P2_N","EHT_P3_N","EHT_P4_N","EHT_P1_X","EHT_P2_X","EHT_P3_X","EHT_P4_X","TDPP_GCA","TDPP_Std_Err","TDPP_z_ratio","TDPP_GCA_pct","TDPP_N","TDPP_P1_N","TDPP_P2_N","TDPP_P3_N","TDPP_P4_N","TDPP_P1_X","TDPP_P2_X","TDPP_P3_X","TDPP_P4_X","TWT_GCA","TWT_Std_Err","TWT_z_ratio","TWT_GCA_pct","TWT_N","TWT_P1_N","TWT_P2_N","TWT_P3_N","TWT_P4_N","TWT_P1_X","TWT_P2_X","TWT_P3_X","TWT_P4_X","BHD_GCA","BHD_Std_Err","BHD_z_ratio","BHD_GCA_pct","BHD_N","BHD_P1_N","BHD_P2_N","BHD_P3_N","BHD_P4_N","BHD_P1_X","BHD_P2_X","BHD_P3_X","BHD_P4_X"
"105","TASI047","M","PZ7012/PZ8032",1.317,2.411,0.546,101.2,66,22,25,19,0,6,9,2,0,1.228,0.257,4.777,105.59,66,22,25,19,0,6,9,2,0,-0.379,0.481,-0.788,99.46,50,17,18,15,0,6,6,2,0,7.247,5.928,1.222,139.89,3,0,3,0,0,0,3,0,0,3.662,2.635,1.39,103.6,65,22,24,19,0,6,8,2,0,3.857,2.961,1.303,103.49,64,21,24,19,0,6,9,2,0,0,0.004,0,100,10,3,5,2,0,2,4,1,0,-8.158,2.91,-2.804,96.59,55,22,22,11,0,6,6,1,0,1.312,0.256,5.131,105.98,66,22,25,19,0,6,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.777389920707,2.09639431998016,NA,NA,11,5,0,6,0,3,0,2,0,-5.732,2.057,-2.786,95.05,53,23,19,11,0,6,6,1,0,1.854,3.936,0.471,109.93,11,3,5,3,0,2,4,1,0,-0.296,0.499,-0.593,99.58,49,16,18,15,0,6,6,2,0,-0.159,0.579,-0.275,99.84,11,5,6,0,0,5,6,0,0
"106","TASI064","M","(PZ9N78/PZ7537:0003)/PZ9N721",-3.216,4.379,-0.734,97.08,19,19,0,0,0,3,0,0,0,-1.375,0.474,-2.903,93.74,18,18,0,0,0,3,0,0,0,1.705,0.767,2.223,102.41,19,19,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684,3.928,0.174,100.67,19,19,0,0,0,3,0,0,0,-0.804,4.462,-0.18,99.27,19,19,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.915,6.54,-2.28,93.77,9,9,0,0,0,3,0,0,0,-1.026,0.463,-2.215,95.33,19,19,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.516894765628,2.21174616055323,NA,NA,11,11,0,0,0,3,0,0,0,-11.701,4.6,-2.544,89.9,9,9,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,0.771,3.463,103.76,20,20,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","TASI086","M","PZ7P610/TASI041",0.167,2.785,0.06,100.15,50,39,11,0,0,10,1,0,0,1.173,0.298,3.936,105.34,50,39,11,0,0,10,1,0,0,0.161,0.531,0.303,100.23,41,30,11,0,0,10,1,0,0,-5.037,5.279,-0.954,72.27,5,0,5,0,0,0,1,0,0,-3.747,2.932,-1.278,96.32,50,39,11,0,0,10,1,0,0,-8.449,3.289,-2.569,92.35,50,39,11,0,0,10,1,0,0,0,0.004,0,100,1,1,0,0,0,1,0,0,0,-10.712,3.264,-3.282,95.53,43,36,7,0,0,10,1,0,0,1.131,0.297,3.813,105.15,50,39,11,0,0,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.935371789318,2.31957505500197,NA,NA,8,5,3,0,0,4,1,0,0,-7.793,2.289,-3.405,93.28,43,36,7,0,0,10,1,0,0,-3.012,4.475,-0.673,83.87,6,1,5,0,0,1,1,0,0,0.182,0.546,0.333,100.26,41,30,11,0,0,10,1,0,0,-0.631,0.612,-1.03,99.35,10,10,0,0,0,10,0,0,0
"108","TASI089","M","PZ8032/TASI026//TASI014",-1.691,7.417,-0.228,98.46,4,4,0,0,0,1,0,0,0,0.772,0.763,1.011,103.52,4,4,0,0,0,1,0,0,0,-0.66,1.554,-0.425,99.07,3,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551,4.847,0.114,100.54,4,4,0,0,0,1,0,0,0,0.678,5.593,0.121,100.61,4,4,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.685,8.463,-2.208,92.19,4,4,0,0,0,1,0,0,0,0.543,0.762,0.713,102.47,4,4,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.796899275836,3.01920904456473,NA,NA,2,2,0,0,0,1,0,0,0,-13.546,5.883,-2.303,88.31,4,4,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.726,1.594,-0.455,98.98,3,3,0,0,0,1,0,0,0,0.416,1.142,0.364,100.43,1,1,0,0,0,1,0,0,0
"109","TASI096","M","TASI047//GS7P91/GS1092",-18.612,5.194,-3.583,83.08,12,0,12,0,0,0,5,0,0,0.852,0.56,1.523,103.88,12,0,12,0,0,0,5,0,0,-5.212,1.02,-5.11,92.64,11,0,11,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.274,4.251,-0.535,97.77,12,0,12,0,0,0,5,0,0,-3.47,4.857,-0.714,96.86,12,0,12,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.627,13.655,-0.559,96.81,1,0,1,0,0,0,1,0,0,0.759,0.558,1.36,103.46,12,0,12,0,0,0,5,0,0,0.098,0.958,0.102,100.1,2,0,2,0,1,134.035125903107,3.23737448217032,NA,NA,1,0,1,0,0,0,1,0,0,-6.659,8.984,-0.741,94.25,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.409,1.048,-5.16,92.37,11,0,11,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","TASI1614","M","TASI039*2/HILU604",-32.657,5.618,-5.812,70.32,9,9,0,0,0,5,0,0,0,-0.169,0.589,-0.287,99.23,9,9,0,0,0,5,0,0,0,-11.808,1.105,-10.681,83.33,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,4.424,0.024,100.11,9,9,0,0,0,5,0,0,0,0.739,5.066,0.146,100.67,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115,0.587,-0.195,99.48,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.164971801392,2.72832179442394,NA,NA,4,4,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.643,1.131,-11.183,82.17,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","TASI1615","M","TASI214/TASU073",-22.239,5.625,-3.954,79.79,9,9,0,0,0,5,0,0,0,0.472,0.59,0.801,102.15,9,9,0,0,0,5,0,0,0,-12.053,0.99,-12.176,82.98,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.854,4.425,0.871,103.79,9,9,0,0,0,5,0,0,0,4.798,5.067,0.947,104.34,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629,0.588,1.071,102.87,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.245216560052,2.73584474054827,NA,NA,4,4,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.864,1.012,-12.711,81.86,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","TASI1616","M","TASI223/TASI208",-28.707,5.603,-5.123,73.91,9,9,0,0,0,5,0,0,0,0.988,0.567,1.744,104.5,10,10,0,0,0,5,0,0,0,-10.874,0.944,-11.523,84.65,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981,4.421,0.222,100.96,9,9,0,0,0,5,0,0,0,1.717,5.061,0.339,101.55,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.001,0.565,1.773,104.56,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.784361032296,2.61046230514276,NA,NA,5,5,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.707,0.965,-12.135,83.49,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","TASI1617","M","TASI225/TASI228",-36.713,5.857,-6.269,66.63,8,8,0,0,0,5,0,0,0,1.62,0.613,2.644,107.38,8,8,0,0,0,5,0,0,0,-10.329,1.037,-9.965,85.42,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.386,4.497,-0.975,95.69,8,8,0,0,0,5,0,0,0,-4.115,5.155,-0.798,96.27,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.459,0.611,2.388,106.65,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.125401256599,2.86373482466189,NA,NA,3,3,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.381,1.06,-10.74,83.95,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","TASI1618","M","TASI226/TASI208",-25.706,5.393,-4.766,76.64,10,10,0,0,0,5,0,0,0,1.482,0.567,2.615,106.75,10,10,0,0,0,5,0,0,0,-11.836,0.944,-12.543,83.29,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.941,4.352,0.676,102.89,10,10,0,0,0,5,0,0,0,3.862,4.976,0.776,103.5,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.369,0.565,2.425,106.24,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.040141200523,2.61046230514276,NA,NA,5,5,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.749,0.965,-13.216,82.02,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","TASI1620","M","TASU073/TASI228",-31.073,5.393,-5.761,71.76,10,10,0,0,0,5,0,0,0,0.953,0.567,1.682,104.34,10,10,0,0,0,5,0,0,0,-10.882,0.944,-11.532,84.64,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.755,4.352,-0.174,99.26,10,10,0,0,0,5,0,0,0,-0.116,4.976,-0.023,99.89,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723,0.565,1.281,103.29,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.912251116409,2.61046230514276,NA,NA,5,5,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.091,0.965,-12.534,82.95,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","TASI1638","M","TASI214/TASU073",-29.164,5.393,-5.407,73.49,10,10,0,0,0,5,0,0,0,0.903,0.567,1.593,104.11,10,10,0,0,0,5,0,0,0,-10.494,0.944,-11.121,85.18,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.425,4.352,0.327,101.4,10,10,0,0,0,5,0,0,0,3.802,4.976,0.764,103.44,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,0.565,1.499,103.86,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.422,0.965,-11.84,83.89,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","TASI204","M","PZ7P610/TASI039",-10.307,2.573,-4.005,90.63,57,45,12,0,0,12,3,0,0,1.293,0.272,4.749,105.89,58,46,12,0,0,12,3,0,0,-1.653,0.514,-3.216,97.67,42,33,9,0,0,12,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.655,2.765,-2.768,92.48,57,45,12,0,0,12,3,0,0,-9.577,3.113,-3.077,91.33,56,45,11,0,0,12,3,0,0,0,0.004,0,100,5,4,1,0,0,4,1,0,0,-19.687,3.031,-6.495,91.78,49,37,12,0,0,12,3,0,0,1.265,0.271,4.672,105.76,58,46,12,0,0,12,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.717206351713,1.78544588017449,NA,NA,18,18,0,0,0,11,0,0,0,-9.917,2.153,-4.606,91.44,47,37,10,0,0,12,3,0,0,-1.515,4.485,-0.338,91.88,6,4,2,0,0,4,2,0,0,-1.56,0.529,-2.948,97.8,42,33,9,0,0,12,3,0,0,-0.336,0.621,-0.541,99.66,9,6,3,0,0,6,3,0,0
"118","TASI210","M","TASI039/TASU022",-10.672,4.698,-2.272,90.3,14,5,0,9,0,1,0,1,0,0.035,0.496,0.071,100.16,14,5,0,9,0,1,0,1,0,-1.49,0.894,-1.667,97.9,11,4,0,7,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.293,4.098,-0.316,98.73,14,5,0,9,0,1,0,1,0,-1.18,4.665,-0.253,98.93,14,5,0,9,0,1,0,1,0,0,0.004,0,100,3,1,0,2,0,1,0,1,0,-19.506,5.799,-3.364,91.85,10,4,0,6,0,1,0,1,0,-0.004,0.494,-0.009,99.98,14,5,0,9,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.568703243398,2.84618128370512,NA,NA,3,2,0,1,0,1,0,1,0,-8.275,4.095,-2.021,92.86,10,4,0,6,0,1,0,1,0,-1.53,5,-0.306,91.8,3,1,0,2,0,1,0,1,0,-1.543,0.914,-1.689,97.82,11,4,0,7,0,1,0,1,0,0.197,1.144,0.172,100.2,1,1,0,0,0,1,0,0,0
"119","TASI212","M","TASI041/TASU023",-2.953,2.16,-1.367,97.32,86,34,33,19,0,6,6,1,0,0.486,0.226,2.148,102.21,89,34,36,19,0,6,6,1,0,0.454,0.427,1.062,100.64,70,28,27,15,0,6,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.695,2.357,-0.295,99.32,88,34,35,19,0,6,6,1,0,0.721,2.593,0.278,100.65,91,36,36,19,0,6,6,1,0,0,0.004,0,100,2,0,0,2,0,0,0,1,0,-28.308,2.935,-9.645,88.17,53,22,20,11,0,6,6,1,0,0.375,0.223,1.683,101.71,91,36,36,19,0,6,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.731700409425,1.77541528534205,NA,NA,18,12,1,5,0,6,1,1,0,-15.571,2.061,-7.554,86.57,52,22,19,11,0,6,6,1,0,0.457,5.242,0.087,102.45,2,0,0,2,0,0,0,1,0,0.602,0.444,1.356,100.85,69,28,26,15,0,6,6,1,0,0.925,0.676,1.368,100.95,7,4,3,0,0,4,3,0,0
"120","TASI213","M","TASI043//PA3003/TASI007",-7.15,6.486,-1.102,93.5,6,4,2,0,0,2,2,0,0,1.573,0.675,2.332,107.16,6,4,2,0,0,2,2,0,0,-2.287,1.826,-1.253,96.77,2,1,1,0,0,1,1,0,0,5.949,5.898,1.009,132.75,3,2,1,0,0,2,1,0,0,0.323,4.661,0.069,100.32,6,4,2,0,0,2,2,0,0,-1.113,5.359,-0.208,98.99,6,4,2,0,0,2,2,0,0,0,0.004,0,100,3,2,1,0,0,2,1,0,0,-14.019,10.998,-1.275,94.14,2,2,0,0,0,1,0,0,0,1.733,0.673,2.574,107.89,6,4,2,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.504056211523,2.70324530734284,NA,NA,4,3,1,0,0,2,1,0,0,-4.069,7.465,-0.545,96.49,2,2,0,0,0,1,0,0,0,2.949,4.986,0.592,115.8,3,2,1,0,0,2,1,0,0,-2.497,1.878,-1.33,96.48,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","TASI214","M","TASI047/TASI038",-2.166,2.778,-0.78,98.03,48,23,19,6,0,8,5,1,0,0.398,0.267,1.488,101.81,61,23,31,7,0,8,5,1,0,2.05,0.476,4.309,102.89,53,15,30,8,0,6,4,1,0,-3.786,5.896,-0.642,79.16,3,2,1,0,0,2,1,0,0,1.147,2.754,0.416,101.13,58,22,30,6,0,8,5,1,0,-1.528,3.063,-0.499,98.62,59,23,30,6,0,8,5,1,0,0,0.004,-0.001,100,5,3,2,0,0,3,2,0,0,-21.774,3.989,-5.459,90.9,25,20,3,2,0,6,3,1,0,0.514,0.266,1.933,102.34,61,23,31,7,0,8,5,1,0,0.546,0.627,0.871,100.55,15,0,15,0,4,133.789376329712,1.9835501281152,NA,NA,14,10,4,0,0,7,4,0,0,-9.798,2.733,-3.585,91.55,27,20,3,4,0,6,3,1,0,-4.139,4.634,-0.893,77.83,5,3,2,0,0,3,2,0,0,2.133,0.491,4.348,103.01,53,15,30,8,0,6,4,1,0,-0.6,0.91,-0.66,99.38,3,3,0,0,0,3,0,0,0
"122","TASI216","M","TASI047/TASI041",9.222,6.516,1.415,108.38,6,3,3,0,0,3,3,0,0,-0.726,0.678,-1.072,96.69,6,3,3,0,0,3,3,0,0,1.064,2.347,0.453,101.5,1,0,1,0,0,0,1,0,0,7.605,5.258,1.446,141.86,5,3,2,0,0,3,2,0,0,4.766,4.666,1.021,104.68,6,3,3,0,0,3,3,0,0,4.345,5.367,0.81,103.93,6,3,3,0,0,3,3,0,0,0,0.004,-0.001,100,5,3,2,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.738,0.676,-1.091,96.64,6,3,3,0,0,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.215676610091,3.24238977958654,NA,NA,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.524,4.614,0.547,113.52,5,3,2,0,0,3,2,0,0,1.444,2.433,0.594,102.04,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","TASI217","M","TASI047/TASI044",0.55,6.806,0.081,100.5,6,6,0,0,0,1,0,0,0,-1.069,0.709,-1.507,95.13,6,6,0,0,0,1,0,0,0,1.989,1.263,1.574,102.81,6,6,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.381,4.716,0.929,104.3,6,6,0,0,0,1,0,0,0,2.431,5.431,0.448,102.2,6,6,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.143,10.114,-1.695,92.84,3,3,0,0,0,1,0,0,0,-0.933,0.707,-1.32,95.75,6,6,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.986928743117,2.96153312427819,NA,NA,3,3,0,0,0,1,0,0,0,-13.354,6.923,-1.929,88.48,3,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.929,1.226,2.39,104.13,7,7,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","TASI223","M","TASI047/TASU023",-2.184,8.075,-0.27,98.02,3,3,0,0,0,1,0,0,0,1.471,0.824,1.786,106.7,3,3,0,0,0,1,0,0,0,-1.641,1.825,-0.899,97.68,2,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.506,4.949,0.304,101.48,3,3,0,0,0,1,0,0,0,0.036,5.723,0.006,100.03,3,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.542,9.47,-1.536,93.93,3,3,0,0,0,1,0,0,0,1.258,0.824,1.527,105.73,3,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.010049416026,3.02422434198095,NA,NA,2,2,0,0,0,1,0,0,0,-2.772,6.526,-0.425,97.61,3,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,1.877,-1.337,96.46,2,2,0,0,0,1,0,0,0,-0.275,1.142,-0.241,99.72,1,1,0,0,0,1,0,0,0
"125","TASI225","M","TASU023/TASI044",-0.74,4.126,-0.179,99.33,20,11,9,0,0,10,6,0,0,0.977,0.441,2.213,104.45,20,11,9,0,0,10,6,0,0,0.775,1.065,0.728,101.09,9,4,5,0,0,4,3,0,0,-3.61,4.316,-0.836,80.13,10,7,3,0,0,7,3,0,0,2.526,3.808,0.663,102.48,20,11,9,0,0,10,6,0,0,2.459,4.362,0.564,102.23,19,11,8,0,0,10,6,0,0,0,0.004,0,100,10,7,3,0,0,7,3,0,0,-1.997,10.281,-0.194,99.17,4,0,4,0,0,0,1,0,0,0.939,0.439,2.138,104.28,20,11,9,0,0,10,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.359464731553,2.4750492749048,NA,NA,6,4,2,0,0,4,2,0,0,10.525,6.973,1.509,109.08,4,0,4,0,0,0,1,0,0,-2.785,3.877,-0.718,85.08,11,7,4,0,0,7,4,0,0,0.721,1.092,0.66,101.02,9,4,5,0,0,4,3,0,0,0.057,1.167,0.049,100.06,1,0,1,0,0,0,1,0,0
